GameId	Sources	Show Name	PlayerID (this should reflect turn order)	Commander	Partner Commander	Link to Deck	AVG CMC of Deck	Total Cost of Deck in paper 	Land Count in deck)	Deck Type	Sol Ring / Mana Crypt by Turn 3	1 accelerant or Both?	Mana producing Lands at end of the Game	Cards Remaining in Deck	Eliminated by Which Player	Player Eliminated How	Player Won?	Color Identity of Commander
3020	Commander Clash 3/16/18	Commander Clash	1	Animar Soul of Elements	N/A	http://tappedout.net/mtg-decks/animar-soul-of-elements-commander-clash-31618/?cb=1536353201	3.79	173	37	Mid-Range	No Early ManaC/Sol Ring	0	12	73	3	Combat Damage	No	URG
3020	Commander Clash 3/16/18	Commander Clash	2	Darien King of Kjeldor	N/A	http://tappedout.net/mtg-decks/darien-king-of-kjeldor-commander-clash-31618/?cb=1536353275	3.62	289	35	Aggro	No Early ManaC/Sol Ring	0	8	72	0		Yes	W
3020	Commander Clash 3/16/18	Commander Clash	3	Jalira Master Polymorphist	N/A	http://tappedout.net/mtg-decks/jalira-master-polymorphist-commander-clash-316/?cb=1536353354	4.52	226	37	Mid-Range	No Early ManaC/Sol Ring	0	16	40	2	Combat Damage	No	U
3020	Commander Clash 3/16/18	Commander Clash	4	Brion Stoutarm	N/A	http://tappedout.net/mtg-decks/brion-stoutarm-commander-clash-31618/?cb=1536353432	3.68	302	37	Mid-Range	No Early ManaC/Sol Ring	0	7	79	3	Combat Damage	No	WR
3021	Commander Clash 3/9/18	Commander Clash	1	Tishana Voice of Thunder	N/A	http://tappedout.net/mtg-decks/tishana-voice-of-thunder-commander-clash-3918/?cb=1536354132	4.06	312	37	Aggro	No Early ManaC/Sol Ring	0	10	73	2	Infect	No	UG
3021	Commander Clash 3/9/18	Commander Clash	2	Breya Etherium Shaper	N/A	http://tappedout.net/mtg-decks/breya-etherium-sculpter-commander-clash-3918/?cb=1536354222	3.51	273	37	Aggro	No Early ManaC/Sol Ring	0	10	75	0		Yes	WUBR
3021	Commander Clash 3/9/18	Commander Clash	3	Nicol Bolas	N/A	http://tappedout.net/mtg-decks/nicol-bolas-commander-clash-3918/?cb=1536354308	4.34	248	39	Mid-Range	No Early ManaC/Sol Ring	0	7	81	2	Infect	No	UBR
3021	Commander Clash 3/9/18	Commander Clash	4	Lovisa Coldeyes	N/A	http://tappedout.net/mtg-decks/lovisa-coldeyes-commander-clash-3918/?cb=1536354367	4.02	319	37	Aggro	No Early ManaC/Sol Ring	0	5	82	2	Infect	No	R
3022	Commander Clash 3/2/18	Commander Clash	1	Ghave Guru of Spores	N/A	http://tappedout.net/mtg-decks/ghave-guru-of-spores-commander-clash-3218/?cb=1536355176	3.84	263	37	Aggro	No Early ManaC/Sol Ring	0	9	65	0		Yes	WBG
3022	Commander Clash 3/2/18	Commander Clash	2	Oloro Ageless Ascetic	N/A	http://tappedout.net/mtg-decks/oloro-ageless-ascetic-commander-clash-3218/?cb=1536355251	3.58	293	43	Control	No Early ManaC/Sol Ring	0	10	63	4	Combat Damage	No	WUB
3022	Commander Clash 3/2/18	Commander Clash	3	Derevi Empyrial Tactician	N/A	http://tappedout.net/mtg-decks/derevi-empyrial-tactician-commander-clash-321/?cb=1536355339	3.73	273	37	Control	No Early ManaC/Sol Ring	0	13	61	1	Combat Damage	No	WUG
3022	Commander Clash 3/2/18	Commander Clash	4	Jenara Asura of War	N/A	http://tappedout.net/mtg-decks/jenara-asura-of-war-commander-clash-3218/?cb=1536355402	3.45	273	38	Mid-Range	No Early ManaC/Sol Ring	0	10	68	1	Combat Damage	No	WUG
3023	Commander Clash 2/23/18	Commander Clash	1	Jhoira of the Ghitu	N/A	http://tappedout.net/mtg-decks/jhoira-of-the-ghitu-commander-clash-22318/?cb=1536356119	5.28	531	39	Mid-Range	No Early ManaC/Sol Ring	0	9	77	2	Combat Damage	No	UR
3023	Commander Clash 2/23/18	Commander Clash	2	Riku of Two Reflections	N/A	http://tappedout.net/mtg-decks/riku-of-two-reflections-commander-clash-22318/?cb=1536356490	3.58	235	41	Mid-Range	No Early ManaC/Sol Ring	0	9	73	3	Non-Combat non-combo	No	URG
3023	Commander Clash 2/23/18	Commander Clash	3	Mirri Weatherlight Duelist	N/A	http://tappedout.net/mtg-decks/mirri-weatherlight-duelist-commander-clash-223/?cb=1536356351	3.11	568	36	Aggro	No Early ManaC/Sol Ring	0	12	59	0		Yes	WG
3023	Commander Clash 2/23/18	Commander Clash	4	Cromat	N/A	http://tappedout.net/mtg-decks/cromat-commander-clash-22318/?cb=1536356211	4.35	93	37	Mid-Range	No Early ManaC/Sol Ring	0	10	61	2	Combat Damage	No	WUBRG
3024	Commander Clash 2/17/18	Commander Clash	1	Grenzo Dungeon Warden	N/A	http://tappedout.net/mtg-decks/grenzo-dungeon-warden-commander-clash-21718/?cb=1536357994	4.24	274	38	Combo	No Early ManaC/Sol Ring	0	18	39	2	Non-Combat non-combo	No	BR
3024	Commander Clash 2/17/18	Commander Clash	2	Tetzimoc Primal Death	N/A	http://tappedout.net/mtg-decks/tetzimoc-primal-death-commander-clash-21718/?cb=1536358092	3.97	424	37	Mid-Range	No Early ManaC/Sol Ring	0	17	40	0		Yes	B
3024	Commander Clash 2/17/18	Commander Clash	3	Doran the Siege Tower	N/A	http://tappedout.net/mtg-decks/doran-the-siege-tower-commander-clash-21718/?cb=1536358187	2.89	213	36	Control	No Early ManaC/Sol Ring	0	7	73	2	Combat Damage	No	WBG
3024	Commander Clash 2/17/18	Commander Clash	4	Ramos Dragon Engine	N/A	http://tappedout.net/mtg-decks/ramos-dragon-engine-commander-clash-21718/?cb=1536358275	3.47	195	38	Control	No Early ManaC/Sol Ring	0	14	55	2	Non-Combat non-combo	No	WUBRG
3025	Commander Clash 2/10/18	Commander Clash	1	Kamahl Fist of Krosa	N/A	http://tappedout.net/mtg-decks/khmahl-fist-of-krosa-commander-clash-21018/?cb=1536359037	3.18	360	34	Aggro	No Early ManaC/Sol Ring	0	9	72	4	Combat Damage	No	G
3025	Commander Clash 2/10/18	Commander Clash	2	Tasigur the Golden Fang	N/A	http://tappedout.net/mtg-decks/tasigur-the-golden-fang-commander-clash-21018/?cb=1536359124	5.91	359	46	Unkown	No Early ManaC/Sol Ring	0	9	62	0		Yes	UBG
3025	Commander Clash 2/10/18	Commander Clash	3	Skeleton Ship	N/A	http://tappedout.net/mtg-decks/skeleton-ship-commander-clash-21018/?cb=1536359193	3.33	205	36	Mid-Range	No Early ManaC/Sol Ring	0	9	79	4	Combat Damage	No	UB
3025	Commander Clash 2/10/18	Commander Clash	4	Atogatog	N/A	http://tappedout.net/mtg-decks/atogatog-commander-clash-21018/?cb=1536359273	3.44	315	37	Combo	No Early ManaC/Sol Ring	0	10	66	2	Combat Damage	No	WUBRG
3026	Commander Clash 2/2/18	Commander Clash	1	Ramos Dragon Engine	N/A	http://tappedout.net/mtg-decks/ramos-dragon-engine-commander-clash-2218/?cb=1536379356	3.74	379	38	Mid-Range	No Early ManaC/Sol Ring	0	8	83	3	Non-Combat non-combo	No	WUBRG
3026	Commander Clash 2/2/18	Commander Clash	2	Ghalta Primal Hunger	N/A	http://tappedout.net/mtg-decks/ghalta-primal-hunger-commander-clash-2218/?cb=1536379487	3.94	515	37	Aggro	No Early ManaC/Sol Ring	0	8	70	0		Yes	G
3026	Commander Clash 2/2/18	Commander Clash	3	Elenda the Dusk Rose	N/A	http://tappedout.net/mtg-decks/elenda-the-dusk-rose-commander-clash-2218/?cb=1536379580	3.65	462	38	Mid-Range	No Early ManaC/Sol Ring	0	10	79	2	Commander Damage	No	WB
3026	Commander Clash 2/2/18	Commander Clash	4	Nezahal Primal Tide	N/A	http://tappedout.net/mtg-decks/nezahal-primal-tide-commander-clash-2218/?cb=1536379678	3.47	480	36	Control	No Early ManaC/Sol Ring	0	7	76	2	Combat Damage	No	U
3027	Commander Clash 1/27/18	Commander Clash	1	Etali Primal Storm	N/A	http://tappedout.net/mtg-decks/etali-primal-storm-commander-clash-12718/?cb=1536380355	4.42	321	36	Mid-Range	No Early ManaC/Sol Ring	0	13	33	4	Combat Damage	No	R
3027	Commander Clash 1/27/18	Commander Clash	2	Azor the Lawbringer	N/A	http://tappedout.net/mtg-decks/azor-the-lawbringer-commander-clash-12718/?cb=1536380430	4.06	344	37	Control	No Early ManaC/Sol Ring	0	15	36	0		Yes	WU
3027	Commander Clash 1/27/18	Commander Clash	3	Kumena Tyrant of Orazca	N/A	http://tappedout.net/mtg-decks/kumena-tyrant-of-orazca-commander-clash-12718/?cb=1536380653	3.34	283	36	Aggro	No Early ManaC/Sol Ring	0	10	39	4	Combat Damage	No	UG
3027	Commander Clash 1/27/18	Commander Clash	4	Zacama Primal Calamity	N/A	http://tappedout.net/mtg-decks/zacama-primal-calamity-commander-clash-12718/?cb=1536380576	3.84	437	38	Combo	No Early ManaC/Sol Ring	0	9	68	2	Combat Damage	No	WRG
3028	Commander Clash 1/20/18	Commander Clash	2	O-Kagachi Vengeful Kami	N/A	http://tappedout.net/mtg-decks/o-kagachi-vengeful-kami-commander-clash-12017/?cb=1536546540	3.59	417	37	Control	No Early ManaC/Sol Ring	0	16	24	1	Non-Combat non-combo	No	WUBRG
3028	Commander Clash 1/20/18	Commander Clash	3	Riku of Two Reflections	N/A	http://tappedout.net/mtg-decks/riku-of-two-reflections-commander-clash-12018/?cb=1536546393	4.11	412	37	Combo	No Early ManaC/Sol Ring	0	25	30	1	Non-Combat non-combo	No	URG
3028	Commander Clash 1/20/18	Commander Clash	4	Seizan Perverter of Truth	N/A	http://tappedout.net/mtg-decks/seizan-perverter-of-truths-commander-clash-120/?cb=1536546460	3.93	536	33	Mid-Range	No Early ManaC/Sol Ring	0	8	76	2	Combat Damage	No	B
3028	Commander Clash 1/20/18	Commander Clash	1	Bruse Tarl Boorish Herder	Tymna the Weaver	http://tappedout.net/mtg-decks/bruse-tymna-commander-clash-12018/?cb=1536546315	2.92	191	38	Aggro	No Early ManaC/Sol Ring	0	11	54	0		Yes	WBR
3029	Commander Clash 1/13/18	Commander Clash	1	Glissa the Traitor	N/A	http://tappedout.net/mtg-decks/glissa-the-traitor-commander-clash-11318/?cb=1536546764	3.09	171	36	Mid-Range	No Early ManaC/Sol Ring	0	10	73	2	Combat Damage	No	BG
3029	Commander Clash 1/13/18	Commander Clash	2	Omnath Locus of Rage	N/A	http://tappedout.net/mtg-decks/omnath-locus-of-rage-commander-clash-11318/?cb=1536546910	3.93	129	40	Mid-Range	No Early ManaC/Sol Ring	0	14	66	0		Yes	RG
3029	Commander Clash 1/13/18	Commander Clash	3	Edric Spymaster of Trest	N/A	http://tappedout.net/mtg-decks/edric-spymaster-of-trest-commander-clash-1131/?cb=1536546980	2.14	136	34	Combo	No Early ManaC/Sol Ring	0	6	71	2	Combat Damage	No	UG
3029	Commander Clash 1/13/18	Commander Clash	4	Sen Triplets	N/A	http://tappedout.net/mtg-decks/sen-triplets-commander-clash-11318/?cb=1536546834	3.95	297	38	Control	Early ManaC/Sol Ring	1	6	75	2	Combat Damage	No	WUB
3030	Commander Clash 1/5/18	Commander Clash	1	Xenagos God of Revels	N/A	http://tappedout.net/mtg-decks/xenagos-god-of-revels-commander-clash-1518/?cb=1536547092	4.32	240	37	Aggro	No Early ManaC/Sol Ring	0	6	78	4	Combat Damage	No	RG
3030	Commander Clash 1/5/18	Commander Clash	3	Mistform Ultimus	N/A	http://tappedout.net/mtg-decks/mistform-ultimus-commander-clash-1518/?cb=1536547235	3.54	290	37	Voltron	No Early ManaC/Sol Ring	0	10	71	4	Combat Damage	No	U
3030	Commander Clash 1/5/18	Commander Clash	4	Nazahn Revered Bladesmith	N/A	http://tappedout.net/mtg-decks/nazahn-revered-bladesmith-commander-clash-151/?cb=1536547303	3.46	275	37	Voltron	No Early ManaC/Sol Ring	0	11	67	0		Yes	WG
3030	Commander Clash 1/5/18	Commander Clash	2	Ludevic Necro-Alchemist	Sidar Kondo of Jamuraa	http://tappedout.net/mtg-decks/ludevic-sidar-commander-clashe-1518/?cb=1536547178	3.14	342	37	Control	No Early ManaC/Sol Ring	0	9	78	1	Combat Damage	No	WURG
3031	Commander Clash 12/30/17	Commander Clash	1	Thada Adel Acquisitor	N/A	http://tappedout.net/mtg-decks/thada-adel-acquistor-commander-clash-123018/?cb=1536547503	3.44	473	37	Control	No Early ManaC/Sol Ring	0	5	72	4	Combat Damage	No	U
3031	Commander Clash 12/30/17	Commander Clash	2	Breya Etherium Shaper	N/A	http://tappedout.net/mtg-decks/breya-etherium-sculpter-commander-clash-31230/?cb=1536547421	3.02	274	36	Combo	No Early ManaC/Sol Ring	0	6	56	1	Combat Damage	No	WUBR
3031	Commander Clash 12/30/17	Commander Clash	3	Yidris Maelstrom Wielder	N/A	http://tappedout.net/mtg-decks/yidris-maelstrom-wielder-commander-clash-1230/?cb=1536547633	4.34	232	38	Unkown	No Early ManaC/Sol Ring	0	11	67	4	Combat Damage	No	UBRG
3031	Commander Clash 12/30/17	Commander Clash	4	Saskia the Unyielding	N/A	http://tappedout.net/mtg-decks/saskia-the-unyielding-commander-clash-123017/?cb=1536547568	3.06	329	37	Aggro	No Early ManaC/Sol Ring	0	7	69	0		Yes	WBRG
3032	Commander Clash 12/17/17	Commander Clash	1	The Ur-Dragon	N/A	http://tappedout.net/mtg-decks/the-ur-dragon-commander-clash-121717/?cb=1536547825	4.19	129	38	Mid-Range	No Early ManaC/Sol Ring	0	8	81	2	Infect	No	WUBRG
3032	Commander Clash 12/17/17	Commander Clash	2	Arahbo Roar of the World	N/A	http://tappedout.net/mtg-decks/arahbo-roar-of-the-world-commander-clash-1217/?cb=1536547896	3.33	142	37	Aggro	No Early ManaC/Sol Ring	0	13	72	4	Combat Damage	No	WG
3032	Commander Clash 12/17/17	Commander Clash	3	Inalla Archmage Ritualist	N/A	http://tappedout.net/mtg-decks/inalla-archmage-ritualist-commander-clash-1217/?cb=1536548006	3.68	98	38	Combo	No Early ManaC/Sol Ring	0	9	74	4	Combat Damage	No	UBR
3032	Commander Clash 12/17/17	Commander Clash	4	Edgar Markov	N/A	http://tappedout.net/mtg-decks/edgar-markov-commander-clash-121717/?cb=1536547751	3.19	128	37	Aggro	No Early ManaC/Sol Ring	0	6	82	0		Yes	WBR
3033	Commander Clash 12/6/17	Commander Clash	1	Samut Voice of Dissent	N/A	http://tappedout.net/mtg-decks/samut-voice-of-dissent-commander-clash-12617/?cb=1536548151	3.28	479	35	Aggro	No Early ManaC/Sol Ring	0	7	74	3	Combat Damage	No	WRG
3033	Commander Clash 12/6/17	Commander Clash	2	Grenzo Dungeon Warden	N/A	http://tappedout.net/mtg-decks/grenzo-dungeon-warden-commander-clash-12617/?cb=1536548233	4.35	620	38	Mid-Range	No Early ManaC/Sol Ring	0	6	75	1	Commander Damage	No	BR
3033	Commander Clash 12/6/17	Commander Clash	3	The Locust God	N/A	http://tappedout.net/mtg-decks/the-locust-god-commander-clash-12617/?cb=1536548508	3.39	310	34	Control	No Early ManaC/Sol Ring	0	8	37	4	Combat Damage	No	UR
3033	Commander Clash 12/6/17	Commander Clash	4	Ishkanah Grafwidow	N/A	http://tappedout.net/mtg-decks/ishkanah-grafwidow-commander-clash-12617/?cb=1536548382	3.58	321	34	Aggro	No Early ManaC/Sol Ring	0	6	64	0		Yes	BG
3034	Commander Clash 12/2/17	Commander Clash	1	Inalla Archmage Ritualist	N/A	http://tappedout.net/mtg-decks/inalla-archmage-ritualist-commander-clash-122/?cb=1536549002	3.97	93	38	Combo	No Early ManaC/Sol Ring	0	7	71	3	Combat Damage	No	UBR
3034	Commander Clash 12/2/17	Commander Clash	2	The Ur-Dragon	N/A	http://tappedout.net/mtg-decks/the-ur-dragon-commander-clash-12217/?cb=1536548787	4.37	115	37	Mid-Range	No Early ManaC/Sol Ring	0	12	63	0		Yes	WUBRG
3034	Commander Clash 12/2/17	Commander Clash	3	Arahbo Roar of the World	N/A	http://tappedout.net/mtg-decks/arahbo-roar-of-the-world-commander-clash-1221/?cb=1536548867	3.7	124	37	Aggro	No Early ManaC/Sol Ring	0	11	76	2	Combat Damage	No	WG
3034	Commander Clash 12/2/17	Commander Clash	4	Edgar Markov	N/A	http://tappedout.net/mtg-decks/inalla-archmage-ritualist-commander-clash-122/?cb=1536548721	3.71	132	37	Mid-Range	No Early ManaC/Sol Ring	0	7	71	2	Combat Damage	No	WBR
3035	Commander Clash 11/24/17	Commander Clash	1	Rosheen Meanderer	N/A	http://tappedout.net/mtg-decks/rosheen-meanderer-commander-clash-112417/?cb=1536549465	3.03	242	37	Mid-Range	No Early ManaC/Sol Ring	0	12	53	2	Non-Combat non-combo	No	RG
3035	Commander Clash 11/24/17	Commander Clash	2	Bladewing the Risen	N/A	http://tappedout.net/mtg-decks/bladewing-the-risen-commander-clash-112417/?cb=1536549180	4.42	268	38	Mid-Range	No Early ManaC/Sol Ring	0	7	63	0		Yes	BR
3035	Commander Clash 11/24/17	Commander Clash	3	Jin-Gitaxias Core Augur	N/A	http://tappedout.net/mtg-decks/jin-gitaxias-core-augur-commander-clash-11241/?cb=1536549259	3.61	254	36	Control	No Early ManaC/Sol Ring	0	1	78	2	Combat Damage	No	U
3035	Commander Clash 11/24/17	Commander Clash	4	Malfegor	N/A	http://tappedout.net/mtg-decks/malfegor-commander-clash-112417/?cb=1536549400	3.54	359	37	Control	No Early ManaC/Sol Ring	0	8	69	1	Combat Damage	No	BR
3036	Commander Clash 11/17/17	Commander Clash	1	Saskia the Unyielding	N/A	http://tappedout.net/mtg-decks/saskia-the-unyielding-commander-clash-111717/?cb=1536549833	3.6	221	38	Aggro	No Early ManaC/Sol Ring	0	9	54	0		Yes	WBRG
3036	Commander Clash 11/17/17	Commander Clash	2	Alesha Who Smiles at Death	N/A	http://tappedout.net/mtg-decks/alesha-who-smiles-at-death-commander-clash-111/?cb=1536549687	3.18	269	40	Aggro	No Early ManaC/Sol Ring	0	6	80	1	Combat Damage	No	WBR
3036	Commander Clash 11/17/17	Commander Clash	3	Gahiji Honored One	N/A	http://tappedout.net/mtg-decks/gahiji-honored-one-commander-clash-111717/?cb=1536549747	3.24	203	37	Aggro	No Early ManaC/Sol Ring	0	11	70	1	Combat Damage	No	WRG
3036	Commander Clash 11/17/17	Commander Clash	4	Marath Will of the Wild	N/A	http://tappedout.net/mtg-decks/marath-will-of-the-wilds-commander-clash-1117/?cb=1536549602	3.67	201	39	Aggro	No Early ManaC/Sol Ring	0	7	79	1	Combat Damage	No	WRG
3037	Commander Clash 11/11/17	Commander Clash	1	Tasigur the Golden Fang	N/A	N/A	0	0	0	Unkown	No Early ManaC/Sol Ring	0	5	81	2	Combat Damage	No	UBG
3037	Commander Clash 11/11/17	Commander Clash	2	Thalia Guardian of Thraben	N/A	N/A	0	0	0	Control	No Early ManaC/Sol Ring	0	9	62	4	Combat Damage	No	W
3037	Commander Clash 11/11/17	Commander Clash	4	King Macar the Gold-Cursed	N/A	N/A	0	0	0	Mid-Range	No Early ManaC/Sol Ring	0	13	63	0		Yes	B
3037	Commander Clash 11/11/17	Commander Clash	3	Ludevic Necro-Alchemist	Reyhan Last of the Abzan	N/A	0	0	0	Aggro	No Early ManaC/Sol Ring	0	10	76	2	Combat Damage	No	UBRG
3038	Commander Clash 11/4/17	Commander Clash	1	Gishath Sun's Avatar	N/A	http://tappedout.net/mtg-decks/gishath-suns-avatar-commander-clash-11417/?cb=1536550244	3.85	101	38	Mid-Range	No Early ManaC/Sol Ring	0	10	68	4	Combat Damage	No	WRG
3038	Commander Clash 11/4/17	Commander Clash	2	Vona Butcher of Magan	N/A	http://tappedout.net/mtg-decks/vona-butcher-of-magan-commander-clash-11417/?cb=1536549983	4.05	91	37	Control	No Early ManaC/Sol Ring	0	10	76	1	Combat Damage	No	WB
3038	Commander Clash 11/4/17	Commander Clash	3	Tishana Voice of Thunder	N/A	http://tappedout.net/mtg-decks/tishana-voice-of-thunder-commander-clash-1141/?cb=1536550057	3.6	109	37	Control	No Early ManaC/Sol Ring	0	14	22	4	Combat Damage	No	UG
3038	Commander Clash 11/4/17	Commander Clash	4	The Locust God	N/A	http://tappedout.net/mtg-decks/the-locust-god-commander-clash-11417/?cb=1536550136	3.97	84	38	Control	No Early ManaC/Sol Ring	0	12	21	0		Yes	UR
3039	Commander Clash 10/28/17	Commander Clash	1	Erebos God of the Dead	N/A	http://tappedout.net/mtg-decks/erebos-god-of-the-dead-commander-clash-102817/?cb=1536550535	3.72	197	40	Control	Early ManaC/Sol Ring	1	6	73	3	Non-Combat non-combo	No	B
3039	Commander Clash 10/28/17	Commander Clash	2	Sol'kanar the Swamp King	N/A	http://tappedout.net/mtg-decks/solkanar-the-swamp-king-commander-clash-10181/?cb=1536550475	3.57	229	39	Unkown	No Early ManaC/Sol Ring	0	11	69	4	Combat Damage	No	UBR
3039	Commander Clash 10/28/17	Commander Clash	3	Crosis the Purger	N/A	http://tappedout.net/mtg-decks/crosis-the-purger-commander-clash-102817/?cb=1536550628	3.6	196	37	Mid-Range	No Early ManaC/Sol Ring	0	6	76	4	Combat Damage	No	UBR
3039	Commander Clash 10/28/17	Commander Clash	4	Karador Ghost Chieftain	N/A	http://tappedout.net/mtg-decks/karador-ghost-chieftain-commander-clash-10281/?cb=1536550684	4.11	211	39	Mid-Range	No Early ManaC/Sol Ring	0	16	52	0		Yes	WBG
3040	Commander Clash 10/21/17	Commander Clash	1	Karona False God	N/A	http://tappedout.net/mtg-decks/karona-false-god-commander-clash-102117/?cb=1536551043	3.9	382	38	Mid-Range	No Early ManaC/Sol Ring	0	10	65	3	Combat Damage	No	WUBRG
3040	Commander Clash 10/21/17	Commander Clash	2	Atraxa Praetors' Voice	N/A	http://tappedout.net/mtg-decks/atraxa-praetors-voice-commander-clash-102117/?cb=1536550872	4.72	877	43	Control	No Early ManaC/Sol Ring	0	10	65	3	Combat Damage	No	WUBG
3040	Commander Clash 10/21/17	Commander Clash	3	Titania Protector of Argoth	N/A	http://tappedout.net/mtg-decks/titania-protector-of-argoth-commander-clash-10/?cb=1536550948	2.81	197	41	Mid-Range	No Early ManaC/Sol Ring	0	6	60	0		Yes	G
3040	Commander Clash 10/21/17	Commander Clash	4	Yisan the Wanderer Bard	N/A	http://tappedout.net/mtg-decks/yisan-the-wanderer-bard-commander-clash-10211/?cb=1536550792	4.29	256	37	Aggro	No Early ManaC/Sol Ring	0	9	61	3	Commander Damage	No	G
3041	Commander Clash 10/14/17	Commander Clash	2	Bruse Tarl Boorish Herder	Kraum Ludevic's Opus	http://tappedout.net/mtg-decks/bruse-kraum-commander-clash-101417/?cb=1536552284	3.49	313	37	Control	Early ManaC/Sol Ring	1	16	42	3	Combo	No	WUR
3041	Commander Clash 10/14/17	Commander Clash	1	Wort the Raidmother	N/A	http://tappedout.net/mtg-decks/wort-the-raidmother-commander-clash-101417/?cb=1536552151	4.75	374	37	Mid-Range	No Early ManaC/Sol Ring	0	10	67	3	Non-Combat non-combo	No	RG
3041	Commander Clash 10/14/17	Commander Clash	3	Child of Alara	N/A	http://tappedout.net/mtg-decks/child-of-alara-commander-clash-101417/?cb=1536552336	3.52	381	42	Combo	No Early ManaC/Sol Ring	0	22	48	0		Yes	WUBRG
3041	Commander Clash 10/14/17	Commander Clash	4	Meren of Clan Nel Toth	N/A	http://tappedout.net/mtg-decks/meren-of-clan-nel-toth-commander-clash-101417/?cb=1536552217	3.51	284	37	Combo	No Early ManaC/Sol Ring	0	17	47	3	Combo	No	BG
3042	Commander Clash 10/7/17	Commander Clash	2	Bruse Tarl Boorish Herder	Ikra Shidiqi the Usurper	http://tappedout.net/mtg-decks/bruse-ikra-commander-clash-10717/?cb=1536552493	4.29	371	37	Mid-Range	No Early ManaC/Sol Ring	0	14	74	4	Non-Combat non-combo	No	WBRG
3042	Commander Clash 10/7/17	Commander Clash	1	Sidisi Brood Tyrant	N/A	http://tappedout.net/mtg-decks/sidisis-brood-tyrant-commander-clash-10717/?cb=1536552644	3.72	273	35	Combo	No Early ManaC/Sol Ring	0	6	39	4	Non-Combat non-combo	No	UBG
3042	Commander Clash 10/7/17	Commander Clash	3	Breya Etherium Shaper	N/A	http://tappedout.net/mtg-decks/breya-etherium-sculpter-commander-clash-10717/?cb=1536552567	3.65	245	38	Combo	No Early ManaC/Sol Ring	0	6	84	4	Non-Combat non-combo	No	WUBR
3042	Commander Clash 10/7/17	Commander Clash	4	Atogatog	N/A	http://tappedout.net/mtg-decks/atogatog-commander-clash-10717/?cb=1536552730	3.44	315	37	Combo	Early ManaC/Sol Ring	1	5	83	0		Yes	WUBRG
3043	Commander Clash 9/30/17	Commander Clash	1	Gishath Sun's Avatar	N/A	http://tappedout.net/mtg-decks/gishath-suns-avatar-commander-clash-93017/?cb=1536552875	4.44	303	36	Mid-Range	No Early ManaC/Sol Ring	0	10	65	2	Non-Combat non-combo	No	WRG
3043	Commander Clash 9/30/17	Commander Clash	2	Tishana Voice of Thunder	N/A	http://tappedout.net/mtg-decks/tishana-voice-of-thunder-commander-clash-9301/?cb=1536552988	4.06	312	37	Aggro	No Early ManaC/Sol Ring	0	10	72	0		Yes	UG
3043	Commander Clash 9/30/17	Commander Clash	3	Vona Butcher of Magan	N/A	http://tappedout.net/mtg-decks/vona-butcher-of-magan-commander-clash-93017/?cb=1536552817	4.1	301	38	Combo	Early ManaC/Sol Ring	1	9	11	1	Combat Damage	No	WB
3043	Commander Clash 9/30/17	Commander Clash	4	Admiral Beckett Brass	N/A	http://tappedout.net/mtg-decks/admiral-beckett-brass-commander-clash-93017/?cb=1536552932	3.44	205	37	Aggro	No Early ManaC/Sol Ring	0	5	81	3	Combat Damage	No	UBR
3044	Commander Clash 9/24/17	Commander Clash	1	Atraxa Praetors' Voice	N/A	http://tappedout.net/mtg-decks/atraxa-praetors-voice-commander-clash-92417/?cb=1536553237	3.53	323	38	Combo	No Early ManaC/Sol Ring	0	19	39	0		Yes	WUBG
3044	Commander Clash 9/24/17	Commander Clash	2	Angus Mackenzie	N/A	http://tappedout.net/mtg-decks/angus-mackenzie-commander-clash-92417/?cb=1536553289	4.48	208	37	Control	No Early ManaC/Sol Ring	0	15	59	1	Non-Combat non-combo	No	WUG
3044	Commander Clash 9/24/17	Commander Clash	3	Nahiri the Lithomancer	N/A	http://tappedout.net/mtg-decks/nahiri-the-lithomancer-commander-clash-92417/?cb=1536553167	4.35	272	40	Control	No Early ManaC/Sol Ring	0	22	38	1	Non-Combat non-combo	No	W
3044	Commander Clash 9/24/17	Commander Clash	4	General Tazri	N/A	http://tappedout.net/mtg-decks/general-tazri-commander-clash-92417/?cb=1536553095	4	218	37	Unkown	No Early ManaC/Sol Ring	0	17	39	1	Non-Combat non-combo	No	WUBRG
3045	Commander Clash 9/16/17	Commander Clash	1	Olivia Voldaren	N/A	http://tappedout.net/mtg-decks/olivia-voldaren-commander-clash-91617/?cb=1536553812	4.43	128	37	Mid-Range	No Early ManaC/Sol Ring	0	11	73	4	Combat Damage	No	BR
3045	Commander Clash 9/16/17	Commander Clash	2	Tolsimir Wolfblood	N/A	http://tappedout.net/mtg-decks/tolsimir-wolfblood-commander-clash-91617/?cb=1536553951	3.4	114	37	Aggro	No Early ManaC/Sol Ring	0	6	74	4	Combat Damage	No	WG
3045	Commander Clash 9/16/17	Commander Clash	3	Memnarch	N/A	http://tappedout.net/mtg-decks/memnarch-commander-clash-91617/?cb=1536554014	3.7	299	37	Control	No Early ManaC/Sol Ring	0	12	55	4	Combat Damage	No	U
3045	Commander Clash 9/16/17	Commander Clash	4	General Tazri	N/A	http://tappedout.net/mtg-decks/general-tazri-commander-clash-91617/?cb=1536554071	4.6	295	37	Mid-Range	No Early ManaC/Sol Ring	0	11	58	0		Yes	WUBRG
