GameId	Sources	Show Name	PlayerID (this should reflect turn order)	Commander	Partner Commander	Link to Deck	AVG CMC of Deck	Total Cost of Deck in paper 	Land Count in deck)	Deck Type	Sol Ring / Mana Crypt by Turn 3	1 accelerant or Both?	Mana producing Lands at end of the Game	Cards Remaining in Deck	Eliminated by Which Player	Player Eliminated How	Player Won?	Color Identity of Commander
1029	Commander VS - Game 1 03/07/18	Commander VS.	4	Etali Primal Storm	N/A	https://tappedout.net/mtg-decks/cv-307-etali-ash/?cb=1536704622	4.17	765	35	Unkown	No Early ManaC/Sol Ring	0	4	0	1	Combo	No	R
1029	Commander VS - Game 1 03/07/18	Commander VS.	1	Thrasios Triton Hero	Tymna the Weaver	https://tappedout.net/mtg-decks/cv-314-thrasios-ash/?cb=1536704672	1.62	5037	28	Combo	Early ManaC/Sol Ring	1	5	0	0		Yes	WUBG
1029	Commander VS - Game 1 03/07/18	Commander VS.	3	Anafenza the Foremost	N/A	https://tappedout.net/mtg-decks/cv-307-anafenza-ash/?cb=1536704798	3.22	925	35	Unkown	No Early ManaC/Sol Ring	0	3	0	1	Combo	No	WBG
1030	Commander VS - Game 2 03/07/18	Commander VS.	3	Damia Sage of Stone	N/A	https://tappedout.net/mtg-decks/cv-307-damia-ash/?cb=1536704542	3	1511	37	Control	No Early ManaC/Sol Ring	0	8	0	1	Combat Damage	No	UBG
1030	Commander VS - Game 2 03/07/18	Commander VS.	1	Etali Primal Storm	N/A	https://tappedout.net/mtg-decks/cv-307-etali-ash/?cb=1536704622	4.17	765	35	Aggro	No Early ManaC/Sol Ring	0		0	4	Combat Damage	No	R
1030	Commander VS - Game 2 03/07/18	Commander VS.	2	Thrasios Triton Hero	Tymna the Weaver	https://tappedout.net/mtg-decks/cv-314-thrasios-ash/?cb=1536704672	1.62	5037	28	Combo	No Early ManaC/Sol Ring	0	6	0	1	Combat Damage	No	WUBG
1030	Commander VS - Game 2 03/07/18	Commander VS.	4	Anafenza the Foremost	N/A	https://tappedout.net/mtg-decks/cv-307-anafenza-ash/?cb=1536704798	3.22	925	35	Mid-Range	No Early ManaC/Sol Ring	0		0	0		Yes	WBG
1031	Commander VS 02/28/18	Commander VS.	2	Inalla Archmage Ritualist	N/A	https://tappedout.net/mtg-decks/cv-228-inalla-ash/?cb=1536707572	2.09	367	35	Mid-Range	No Early ManaC/Sol Ring	0	7	0	0		Yes	UBR
1031	Commander VS 02/28/18	Commander VS.	4	The Ur-Dragon	N/A	https://tappedout.net/mtg-decks/cv-228-ur-ash/?cb=1536707609	3.22	175	37	Mid-Range	No Early ManaC/Sol Ring	0	7	0	2	Non-Combat non-combo	No	WUBRG
1031	Commander VS 02/28/18	Commander VS.	1	Edgar Markov	N/A	https://tappedout.net/mtg-decks/cv-228-edgar-markov-ash/?cb=1536707644	4.68	60	37	Mid-Range	No Early ManaC/Sol Ring	0	11	0	2	Combat Damage	No	WBR
1031	Commander VS 02/28/18	Commander VS.	3	Arahbo Roar of the World	N/A	https://tappedout.net/mtg-decks/cv-228-arahbo-ash/?cb=1536707684	3.56	292	37	Aggro	No Early ManaC/Sol Ring	0	7	0	4	Combat Damage	No	WG
1032	Commander VS 02/07/18	Commander VS.	2	Zetalpa Primal Dawn	N/A	https://tappedout.net/mtg-decks/cv-207-zetalpa-ash/?cb=1536709584	3.16	356	36	Voltron	No Early ManaC/Sol Ring	0	8	0	0		Yes	W
1032	Commander VS 02/07/18	Commander VS.	4	Tetzimoc Primal Death	N/A	https://tappedout.net/mtg-decks/cv-207-tetzimoc-ash/?cb=1536709617	3.73	608	36	Mid-Range	No Early ManaC/Sol Ring	0	4	0	3	Commander Damage	No	B
1032	Commander VS 02/07/18	Commander VS.	1	Etali Primal Storm	N/A	https://tappedout.net/mtg-decks/cv-207-etali-ash/?cb=1536709648	4.16	379	37	Aggro	No Early ManaC/Sol Ring	0	9	0	2	Commander Damage	No	R
1032	Commander VS 02/07/18	Commander VS.	3	Ghalta Primal Hunger	N/A	https://tappedout.net/mtg-decks/cv-207-ghalta-ash/?cb=1536709710	3.7	707	36	Aggro	No Early ManaC/Sol Ring	0	8	0	2	Combat Damage	No	G
1033	Commander VS 01/31/18	Commander VS.	2	Merieke Ri Berit	N/A	https://tappedout.net/mtg-decks/cv-131-merieke-ash/?cb=1536710931	3.35	988	35	Control	No Early ManaC/Sol Ring	0	12	0	0		Yes	WUB
1033	Commander VS 01/31/18	Commander VS.	4	Jin-Gitaxias Core Augur	N/A	https://tappedout.net/mtg-decks/cv-131-jin-gitaxias-ash/?cb=1536710973	4.53	1167	36	Control	No Early ManaC/Sol Ring	0	8	0	1	Non-Combat non-combo	No	U
1033	Commander VS 01/31/18	Commander VS.	1	Nekusar the Mindrazer	N/A	https://tappedout.net/mtg-decks/cv-131-nekusar-ash/?cb=1536711001	3.46	765	35	Combo	No Early ManaC/Sol Ring	0	14	0	2	Non-Combat non-combo	No	UBR
1033	Commander VS 01/31/18	Commander VS.	3	Rafiq of the Many	N/A	https://tappedout.net/mtg-decks/cv-131-rafiq-ash/?cb=1536711036	2.98	1081	36	Voltron	No Early ManaC/Sol Ring	0	11	0	2	Combat Damage	No	WUG
1034	Commander VS 01/24/18	Commander VS.	2	Zacama Primal Calamity	N/A	https://tappedout.net/mtg-decks/cv-124-zacama-ash/?cb=1536712047	3.86	475	35	Mid-Range	No Early ManaC/Sol Ring	0	15	0	1	Combat Damage	No	WRG
1034	Commander VS 01/24/18	Commander VS.	4	Azor the Lawbringer	N/A	https://tappedout.net/mtg-decks/cv-124-azor-ash/?cb=1536712081	3.22	584	35	Control	No Early ManaC/Sol Ring	0	19	0	0		Yes	WU
1034	Commander VS 01/24/18	Commander VS.	1	Kumena Tyrant of Orazca	N/A	https://tappedout.net/mtg-decks/cv-124-kumena-ash/?cb=1536712117	3.21	247	37	Mid-Range	No Early ManaC/Sol Ring	0	14	0	4	Combat Damage	No	UG
1034	Commander VS 01/24/18	Commander VS.	3	Elenda the Dusk Rose	N/A	https://tappedout.net/mtg-decks/cv-124-elenda-ash/?cb=1536712140	3.18	501	35	Mid-Range	No Early ManaC/Sol Ring	0	16	0	4	Commander Damage	No	WB
1035	Commander VS 01/17/18	Commander VS.	1	Yahenni Undying Partisan	N/A	https://tappedout.net/mtg-decks/cv-117-yahenni-ash/?cb=1536713089	4.09	660	36	Combo	No Early ManaC/Sol Ring	0	8	0	3	Combat Damage	No	B
1035	Commander VS 01/17/18	Commander VS.	3	Balan Wandering Knight	N/A	https://tappedout.net/mtg-decks/cv-117-balan-ash/?cb=1536713136	2.82	719	35	Control	No Early ManaC/Sol Ring	0	12	0	0		Yes	W
1035	Commander VS 01/17/18	Commander VS.	4	Ramos Dragon Engine	N/A	https://tappedout.net/mtg-decks/cv-117-ramos-ash/?cb=1536713165	4.24	475	37	Mid-Range	No Early ManaC/Sol Ring	0	7	0	3	Commander Damage	No	WUBRG
1035	Commander VS 01/17/18	Commander VS.	2	Rishkar Peema Renegade	N/A	https://tappedout.net/mtg-decks/cv-117-rishkar-ash/?cb=1536713189	3.33	281	34	Mid-Range	No Early ManaC/Sol Ring	0	10	0	3	Commander Damage	No	G
1036	Commander VS 12/06/17	Commander VS.	2	Sidisi Brood Tyrant	N/A	https://tappedout.net/mtg-decks/cv-1206-sidisi-ash/?cb=1536714332	3.8	291	36	Control	No Early ManaC/Sol Ring	0	11	0	1	Infect	No	UBG
1036	Commander VS 12/06/17	Commander VS.	4	Surrak Dragonclaw	N/A	https://tappedout.net/mtg-decks/cv-1206-surrak-ash/?cb=1536714384	4.37	358	38	Mid-Range	No Early ManaC/Sol Ring	0	11	0	1	Infect	No	URG
1036	Commander VS 12/06/17	Commander VS.	1	Edric Spymaster of Trest	N/A	https://tappedout.net/mtg-decks/cv-1206-edric-ash/?cb=1536715878	1.94	234	34	Aggro	No Early ManaC/Sol Ring	0	13	0	0		Yes	UG
1036	Commander VS 12/06/17	Commander VS.	3	Daxos the Returned	N/A	https://tappedout.net/mtg-decks/cv-1206-daaxos-ash/?cb=1536715945	3.46	225	37	Voltron	No Early ManaC/Sol Ring	0	5	0	1	Infect	No	WB
1037	Commander VS 11/29/17	Commander VS.	4	Sedris the Traitor King	N/A	https://tappedout.net/mtg-decks/cv-1129-sedris-ash/?cb=1536717043	3.83	208	37	Mid-Range	No Early ManaC/Sol Ring	0	8	0	1	Commander Damage	No	UBR
1037	Commander VS 11/29/17	Commander VS.	2	Kambal Consul of Allocation	N/A	https://tappedout.net/mtg-decks/cv-1129-kambal-ash/?cb=1536717076	3.32	1142	34	Voltron	No Early ManaC/Sol Ring	0	8	0	1	Commander Damage	No	WB
1037	Commander VS 11/29/17	Commander VS.	3	Riku of Two Reflections	N/A	https://tappedout.net/mtg-decks/cv-1129-riku-ash/?cb=1536717208	3.24	516	38	Control	No Early ManaC/Sol Ring	0	8	0	1	Combat Damage	No	URG
1037	Commander VS 11/29/17	Commander VS.	1	Hope of Ghirapur	N/A	https://tappedout.net/mtg-decks/cv-1129-hope-ash/?cb=1536717141	3.62	314	36	Control	No Early ManaC/Sol Ring	0	15	0	0		Yes	0
1038	Commander VS 11/22/17	Commander VS.	4	Dragonlord Ojutai	N/A	https://tappedout.net/mtg-decks/cv-1122-ojutai-ash/?cb=1536777926	3.58	596	38	Control	No Early ManaC/Sol Ring	0		0	0		Yes	WU
1038	Commander VS 11/22/17	Commander VS.	2	Omnath Locus of Mana	N/A	https://tappedout.net/mtg-decks/cv-1122-omnath-ash/?cb=1536777999	3.74	1363	31	Aggro	No Early ManaC/Sol Ring	0	2	0	4	Combat Damage	No	G
1038	Commander VS 11/22/17	Commander VS.	3	Maelstrom Wanderer	N/A	https://tappedout.net/mtg-decks/cv-1122-maelstrom-ash/?cb=1536778056	4.5	476	39	Mid-Range	No Early ManaC/Sol Ring	0	12	0	1	Commander Damage	No	URG
1038	Commander VS 11/22/17	Commander VS.	1	Volrath the Fallen	N/A	https://tappedout.net/mtg-decks/cv-1122-volrath-ash/?cb=1536778083	4.9	537	37	Mid-Range	No Early ManaC/Sol Ring	0	9	0	4	Combat Damage	No	B
1039	Commander VS 11/15/17	Commander VS.	4	Autumn Willow	N/A	http://tappedout.net/mtg-decks/cv-1115-autumn-ash/?cb=1536779460	3.53	47	36	Voltron	No Early ManaC/Sol Ring	0	6	0	3	Combat Damage	No	G
1039	Commander VS 11/15/17	Commander VS.	2	Sek'Kuar Deathkeeper	N/A	https://tappedout.net/mtg-decks/cv-1115-sik-ash/?cb=1536779494	3.56	51	37	Aggro	No Early ManaC/Sol Ring	0	8	0	1	Combat Damage	No	BRG
1039	Commander VS 11/15/17	Commander VS.	3	Daghatar the Adamant	N/A	https://tappedout.net/mtg-decks/cv-1115-daghatar-ash/?cb=1536779527	3.66	35	36	Mid-Range	No Early ManaC/Sol Ring	0	8	0	1	Combat Damage	No	WBG
1039	Commander VS 11/15/17	Commander VS.	1	Horde of Notions	N/A	https://tappedout.net/mtg-decks/cv-115-horde-ash/?cb=1536779662	4.05	52	36	Mid-Range	No Early ManaC/Sol Ring	0	14	0	0		Yes	WUBRG
1040	Commander VS 10/18/17	Commander VS.	1	Xira Arien	N/A	https://tappedout.net/mtg-decks/cv-1018-xira-ash/?cb=1536781047	3.24	1058	38	Mid-Range	No Early ManaC/Sol Ring	0	14	0	0		Yes	BRG
1040	Commander VS 10/18/17	Commander VS.	3	Rorix Bladewing	N/A	https://tappedout.net/mtg-decks/cv-1018-rorix-ash/?cb=1536781078	3.99	234	33	Aggro	No Early ManaC/Sol Ring	0	10	0	1	Combat Damage	No	R
1040	Commander VS 10/18/17	Commander VS.	4	Kamahl Fist of Krosa	N/A	https://tappedout.net/mtg-decks/cv-1018-kamahl-ash/?cb=1536781106	3.22	596	37	Mid-Range	No Early ManaC/Sol Ring	0	12	0	1	Combat Damage	No	G
1040	Commander VS 10/18/17	Commander VS.	2	Mageta the Lion	N/A	https://tappedout.net/mtg-decks/cv-1018-mageta-ash/?cb=1536781152	3.46	690	37	Control	No Early ManaC/Sol Ring	0	12	0	1	Combat Damage	No	W
1041	Commander VS 10/11/17	Commander VS.	1	Kess Dissident Mage	N/A	https://tappedout.net/mtg-decks/cv-1011-kess-ash/?cb=1536783084	3.43	710	36	Control	No Early ManaC/Sol Ring	0	6	0	3	Combat Damage	No	UBR
1041	Commander VS 10/11/17	Commander VS.	3	O-Kagachi Vengeful Kami	N/A	https://tappedout.net/mtg-decks/cv-1011-o-kaga-ash/?cb=1536783115	4.52	247	36	Mid-Range	No Early ManaC/Sol Ring	0	12	0	0		Yes	WUBRG
1041	Commander VS 10/11/17	Commander VS.	4	Licia Sanguine Tribune	N/A	https://tappedout.net/mtg-decks/cv-1011-licia-ash/?cb=1536783182	3.35	288	37	Combo	Early ManaC/Sol Ring	1	11	0	2	Commander Damage	No	WBR
1041	Commander VS 10/11/17	Commander VS.	2	Mirri Weatherlight Duelist	N/A	https://tappedout.net/mtg-decks/cv-1011-mirri-ash/?cb=1536783205	3.35	352	35	Aggro	No Early ManaC/Sol Ring	0	7	0	3	Combat Damage	No	WG
1042	Commander VS 10/04/17	Commander VS.	1	Vona Butcher of Magan	N/A	https://tappedout.net/mtg-decks/cv-1004-gish-ash/?cb=1536784536	4.11	412	35	Mid-range	No Early ManaC/Sol Ring	0	8	0	4	Commander Damage	No	WB
1042	Commander VS 10/04/17	Commander VS.	3	Gishath Sun's Avatar	N/A	https://tappedout.net/mtg-decks/cv-1004-tish-ash/?cb=1536784564	4.48	292	37	Mid-range	No Early ManaC/Sol Ring	0	12	0	4	Combat Damage	No	WRG
1042	Commander VS 10/04/17	Commander VS.	4	Tishana Voice of Thunder	N/A	https://tappedout.net/mtg-decks/cv-1004-vona-ash/?cb=1536784500	3.78	417	37	Mid-range	No Early ManaC/Sol Ring	0		0	0		Yes	UG
1042	Commander VS 10/04/17	Commander VS.	2	Admiral Beckett Brass	N/A	https://tappedout.net/mtg-decks/cv-1004-brass-ash/?cb=1536784596	3.59	422	34	Control	No Early ManaC/Sol Ring	0	9	0	4	Combat Damage	No	UBR
1043	Commander VS 09/20/17	Commander VS.	1	Chandra Fire of Kaladesh	N/A	https://tappedout.net/mtg-decks/cv-920-chandra-ash/?cb=1536790880	3.86	225	36	Aggro	No Early ManaC/Sol Ring	0	7	0	2	Commander Damage	No	R
1043	Commander VS 09/20/17	Commander VS.	3	Jace Vryn's Prodigy	N/A	https://tappedout.net/mtg-decks/cv-920-jace-ash/?cb=1536790919	3.73	518	34	Control	No Early ManaC/Sol Ring	0	9	0	4	Combat Damage	No	U
1043	Commander VS 09/20/17	Commander VS.	2	Kytheon Hero of Akros	N/A	https://tappedout.net/mtg-decks/cv-920-kytheon-ash/?cb=1536790944	3.13	189	37	Voltron	No Early ManaC/Sol Ring	0	15	0	3	Combat Damage	No	W
1043	Commander VS 09/20/17	Commander VS.	4	Nissa Vastwood Seer	N/A	https://tappedout.net/mtg-decks/cv-920-nissa-ash/?cb=1536790973	4.17	523	36	Mid-Range	No Early ManaC/Sol Ring	0	11	0	0		Yes	G
1044	Commander VS 09/06/17	Commander VS.	3	Chainer Dementia Master	N/A	https://tappedout.net/mtg-decks/cv-906-chainer-asj/?cb=1536791943	3.65	665	37	Control	No Early ManaC/Sol Ring	0	12	0	0		Yes	B
1044	Commander VS 09/06/17	Commander VS.	1	Cromat	N/A	https://tappedout.net/mtg-decks/cv-906-cromat-ash/?cb=1536791982	3.84	430	36	Mid-Range	No Early ManaC/Sol Ring	0		0	3	Non-Combat non-combo	No	WUBRG
1044	Commander VS 09/06/17	Commander VS.	4	Karlov of the Ghost Council	N/A	https://tappedout.net/mtg-decks/cv-906-karlov-ash/?cb=1536792025	3.56	383	37	Control	No Early ManaC/Sol Ring	0	9	0	3	Combat Damage	No	WB
1044	Commander VS 09/06/17	Commander VS.	2	Meren of Clan Nel Toth	N/A	https://tappedout.net/mtg-decks/cv-906-meren-ash/?cb=1536792112	4.45	637	33	Combo	No Early ManaC/Sol Ring	0	12	0	4	Non-Combat non-combo	No	BG
1045	Commander VS 08/23/17	Commander VS.	1	The Locust God	N/A	https://tappedout.net/mtg-decks/cv-823-god-ash/?cb=1536794964	3.38	600	36	Control	No Early ManaC/Sol Ring	0	11	0	0		Yes	UR
1045	Commander VS 08/23/17	Commander VS.	3	Kefnet the Mindful	N/A	https://tappedout.net/mtg-decks/cv-823-kefnet-the-mindful-ash/?cb=1536794989	3.8	395	36	Control	No Early ManaC/Sol Ring	0	12	0	1	Mill	No	U
1045	Commander VS 08/23/17	Commander VS.	2	Bontu the Glorified	N/A	https://tappedout.net/mtg-decks/cv-823-0-bontu-ash/?cb=1536795012	4.13	663	38	Combo	No Early ManaC/Sol Ring	0	14	0	1	Mill	No	B
1045	Commander VS 08/23/17	Commander VS.	4	The Scarab God	N/A	https://tappedout.net/mtg-decks/cv-823-scarab-ash/?cb=1536795038	3.57	736	35	Combo	No Early ManaC/Sol Ring	0	8	0	2	Non-Combat non-combo	No	UB
1046	Commander VS 08/16/17	Commander VS.	3	Inalla Archmage Ritualist	N/A	https://tappedout.net/mtg-decks/cv-816-inalla-ash/?cb=1536796415	3.97	93	38	Control	No Early ManaC/Sol Ring	0	7	0	1	Combat Damage	No	UBR
1046	Commander VS 08/16/17	Commander VS.	1	The Ur-Dragon	N/A	https://tappedout.net/mtg-decks/cv-816-ur-ash/?cb=1536796441	4.37	115	37	Mid-Range	No Early ManaC/Sol Ring	0	9	0	0		Yes	WUBRG
1046	Commander VS 08/16/17	Commander VS.	4	Edgar Markov	N/A	https://tappedout.net/mtg-decks/cv-816-edgar-ash/?cb=1536796488	3.71	133	37	Mid-Range	No Early ManaC/Sol Ring	0	7	0	1	Non-Combat non-combo	No	WBR
1046	Commander VS 08/16/17	Commander VS.	2	Arahbo Roar of the World	N/A	https://tappedout.net/mtg-decks/cv-816-arahbo-ash/?cb=1536796528	3.7	124	37	Aggro	No Early ManaC/Sol Ring	0	12	0	1	Combat Damage	No	WG
1047	Commander VS 08/09/17	Commander VS.	2	Hazoret the Fervent	N/A	https://tappedout.net/mtg-decks/cv-809-haz-ash/?cb=1536797463	3.49	295	35	Aggro	No Early ManaC/Sol Ring	0	8	0	1	Combat Damage	No	R
1047	Commander VS 08/09/17	Commander VS.	4	Rhonas the Indomitable	N/A	https://tappedout.net/mtg-decks/cv-809-rhon-ash/?cb=1536797488	4	334	36	Mid-Range	No Early ManaC/Sol Ring	0	10	0	2	Non-Combat non-combo	No	G
1047	Commander VS 08/09/17	Commander VS.	3	The Scorpion God	N/A	https://tappedout.net/mtg-decks/cv-809-scorp-ash/?cb=1536797516	3.87	486	37	Control	No Early ManaC/Sol Ring	0	12	0	2	Non-Combat non-combo	No	BR
1047	Commander VS 08/09/17	Commander VS.	1	Oketra the True	N/A	https://tappedout.net/mtg-decks/cv-809-oket-ash/?cb=1536797544	3.36	292	33	Mid-Range	No Early ManaC/Sol Ring	0	9	0	0		Yes	W
1048	Commander VS 07/26/17	Commander VS.	2	Atogatog	N/A	https://tappedout.net/mtg-decks/cv-726-atog-ash/?cb=1536799170	4.08	423	37	Mid-Range	No Early ManaC/Sol Ring	0	8	0	1	Combat Damage	No	WUBRG
1048	Commander VS 07/26/17	Commander VS.	4	Kozilek the Great Distortion	N/A	https://tappedout.net/mtg-decks/cv-726-koz-ash/?cb=1536799205	4.93	756	33	Mid-Range	No Early ManaC/Sol Ring	0	6	0	3	Combat Damage	No	0
1048	Commander VS 07/26/17	Commander VS.	3	Rashmi Eternities Crafter	N/A	https://tappedout.net/mtg-decks/cv-726-rashmi-ash/?cb=1536799226	4.19	356	37	Mid-Range	No Early ManaC/Sol Ring	0	13	0	0		Yes	UG
1048	Commander VS 07/26/17	Commander VS.	1	Sigarda Heron's Grace	N/A	https://tappedout.net/mtg-decks/cv-726-sigarda-ash/?cb=1536799251	3.08	451	34	Mid-Range	No Early ManaC/Sol Ring	0	10	0	3	Combat Damage	No	WG
1049	Commander VS 07/19/17	Commander VS.	1	Razaketh the Foulblooded	N/A	https://tappedout.net/mtg-decks/cv-719-raza-ash/?cb=1536799895	3.72	792	35	Mid-Range	No Early ManaC/Sol Ring	0	9	0	3	Non-Combat non-combo	No	B
1049	Commander VS 07/19/17	Commander VS.	3	Neheb the Eternal	N/A	https://tappedout.net/mtg-decks/cv-719-neheb-ash/?cb=1536799918	3.39	474	36	Aggro	No Early ManaC/Sol Ring	0	12	0	0		Yes	R
1049	Commander VS 07/19/17	Commander VS.	2	Unesh Criosphinx Sovereign	N/A	https://tappedout.net/mtg-decks/cv-719-unesh-ash/?cb=1536799943	4.22	356	37	Mid-Range	No Early ManaC/Sol Ring	0	14	0	3	Non-Combat non-combo	No	U
1049	Commander VS 07/19/17	Commander VS.	4	Djeru With Eyes Open	N/A	https://tappedout.net/mtg-decks/cv-719-djeru-ash/?cb=1536799975	3.69	809	35	Control	No Early ManaC/Sol Ring	0	9	0	3	Non-Combat non-combo	No	W
1050	Commander VS 06/08/17	Commander VS.	2	Meren of Clan Nel Toth	N/A	https://tappedout.net/mtg-decks/gk-anthology-meren-ash/?cb=1536274419	4	84	38	Mid-Range	No Early ManaC/Sol Ring	0	15	0	0		Yes	BG
1050	Commander VS 06/08/17	Commander VS.	3	Kaalia of the Vast	N/A	https://tappedout.net/mtg-decks/gk-anthology-kaalia-ash/?cb=1536273748	4.15	77	38	Aggro	No Early ManaC/Sol Ring	0	6	0	4	Combat Damage	No	WBR
1050	Commander VS 06/08/17	Commander VS.	1	Derevi Empyrial Tactician	N/A	https://tappedout.net/mtg-decks/gk-anthology-derevi-ash/?cb=1536274298	3.44	64	38	Control	No Early ManaC/Sol Ring	0	10	0	2	Combat Damage	No	WUG
1050	Commander VS 06/08/17	Commander VS.	4	Freyalise Llanowar's Fury	N/A	https://tappedout.net/mtg-decks/gk-anthology-freyalise-ash/?cb=1536274144	3.78	100	37	Mid-Range	No Early ManaC/Sol Ring	0	7	0	2	Combat Damage	No	G
1051	Commander VS 05/31/17	Commander VS.	1	Wrexial the Risen Deep	N/A	https://tappedout.net/mtg-decks/cv-531-wrexial-ash/?cb=1536801492	4.13	799	37	Control	No Early ManaC/Sol Ring	0	8	0	2	Combat Damage	No	UB
1051	Commander VS 05/31/17	Commander VS.	3	Feldon of the Third Path	N/A	https://tappedout.net/mtg-decks/cv-531-feldon-ash/?cb=1536801522	4.1	254	37	Mid-Range	No Early ManaC/Sol Ring	0	6	0	2	Combat Damage	No	R
1051	Commander VS 05/31/17	Commander VS.	2	Rakdos Lord of Riots	N/A	https://tappedout.net/mtg-decks/cv-531-rakdos-ash/?cb=1536801553	5.24	444	30	Control	No Early ManaC/Sol Ring	0	12	0	0		Yes	BR
1051	Commander VS 05/31/17	Commander VS.	4	Zur the Enchanter	N/A	https://tappedout.net/mtg-decks/cv-531-zur-ash/?cb=1536801609	3.48	389	35	Combo	No Early ManaC/Sol Ring	0	9	0	1	Combat Damage	No	WUB
1052	Commander VS 05/24/17	Commander VS.	1	Yidris Maelstrom Wielder	N/A	https://tappedout.net/mtg-decks/cv-524-yidris-ash/?cb=1536802646	4.41	340	33	Combo	No Early ManaC/Sol Ring	0	5	0	3	Non-Combat non-combo	No	UBRG
1052	Commander VS 05/24/17	Commander VS.	3	Saskia the Unyielding	N/A	https://tappedout.net/mtg-decks/cv-524-saskia-ash/?cb=1536802680	3.24	288	37	Aggro	No Early ManaC/Sol Ring	0	9	0	2	Infect	No	WBRG
1052	Commander VS 05/24/17	Commander VS.	2	Atraxa Praetors' Voice	N/A	https://tappedout.net/mtg-decks/cv-524-atraxa-ash/?cb=1536802711	3.7	292	37	Mid-Range	No Early ManaC/Sol Ring	0	6	0	0		Yes	WUBG
1052	Commander VS 05/24/17	Commander VS.	4	Breya Etherium Shaper	N/A	https://tappedout.net/mtg-decks/cv-524-breya-ash/?cb=1536802742	3.64	247	34	Combo	No Early ManaC/Sol Ring	0	3	0	4	Non-Combat non-combo	No	WUBR
1053	Commander VS 05/03/17	Commander VS.	2	Hapatra Vizier of Poisons	N/A	https://tappedout.net/mtg-decks/cv-503-hapatra-ash/?cb=1536803618	3.83	816	36	Combo	No Early ManaC/Sol Ring	0	9	0	1	Combat Damage	No	BG
1053	Commander VS 05/03/17	Commander VS.	4	Neheb the Worthy	N/A	https://tappedout.net/mtg-decks/cv-503-neheb-ash/?cb=1536803647	3.31	449	33	Aggro	No Early ManaC/Sol Ring	0	8	0	1	Combat Damage	No	BR
1053	Commander VS 05/03/17	Commander VS.	3	Samut Voice of Dissent	N/A	https://tappedout.net/mtg-decks/cv-503-samut-ash/?cb=1536803681	3.63	583	37	Mid-Range	No Early ManaC/Sol Ring	0	10	0	1	Combat Damage	No	WRG
1053	Commander VS 05/03/17	Commander VS.	1	Temmet Vizier of Naktamun	N/A	https://tappedout.net/mtg-decks/cv-503-temmet-ash/?cb=1536803728	3.78	306	36	Mid-Range	No Early ManaC/Sol Ring	0	10	0	0		Yes	WU
3000	Commander Clash 9/7/18	Commander Clash	1	Garna the Bloodflame	N/A	http://tappedout.net/mtg-decks/garna-the-bloodflame-commander-clash-9718/?cb=1536546034	3.35	459	37	Combo	No Early ManaC/Sol Ring	0	10	64	0		Yes	BR
3000	Commander Clash 9/7/18	Commander Clash	2	Rohgahh of Kher Keep	N/A	http://tappedout.net/mtg-decks/rohgarhh-of-kher-keep-commander-clash-9718/?cb=1536545869	3.37	548	37	Aggro	No Early ManaC/Sol Ring	0	8	78	1	Combo	No	BR
3000	Commander Clash 9/7/18	Commander Clash	3	Niambi Faithful Healer	N/A	http://tappedout.net/mtg-decks/niambi-faithful-healer-commander-clash-9718/?cb=1536545957	3.97	596	38	Control	No Early ManaC/Sol Ring	0	9	68	1	Combat Damage	No	WU
3000	Commander Clash 9/7/18	Commander Clash	4	Akiri Line-Slinger	Ravos Soultender	http://tappedout.net/mtg-decks/akiri-ravos-commander-clash-9718/?cb=1536546145	3.64	813	36	Mid-Range	No Early ManaC/Sol Ring	0	7	83	1	Combo	No	WBR
3001	Commander Clash 9/7/18	Commander Clash	1	Niambi Faithful Healer	N/A	http://tappedout.net/mtg-decks/niambi-faithful-healer-commander-clash-9718/?cb=1536545957	3.97	596	38	Control	No Early ManaC/Sol Ring	0	13	48	3	Non-Combat non-combo	No	WU
3001	Commander Clash 9/7/18	Commander Clash	3	Garna the Bloodflame	N/A	http://tappedout.net/mtg-decks/garna-the-bloodflame-commander-clash-9718/?cb=1536546034	3.35	459	37	Aggro	No Early ManaC/Sol Ring	0	10	63	0		Yes	BR
3001	Commander Clash 9/7/18	Commander Clash	4	Rohgahh of Kher Keep	N/A	http://tappedout.net/mtg-decks/rohgarhh-of-kher-keep-commander-clash-9718/?cb=1536545869	3.37	548	37	Combo	No Early ManaC/Sol Ring	0	9	70	3	Combo	No	BR
